taxa,species,decimalLongitude,decimalLatitude,presence
Cyanobacteria,Dolichospermum ,12.91087,55.75554,1
Cyanobacteria,Dolichospermum ,18,59,1
Cyanobacteria,Dolichospermum ,11.61518,57.89177,1
Cyanobacteria,Dolichospermum ,10.62,55.599998,1
Cyanobacteria,Dolichospermum ,11.582563,57.886362,1
Cyanobacteria,Dolichospermum ,11.7225,55.715556,1
Cyanobacteria,Dolichospermum ,11.72,55.73,1
Cyanobacteria,Dolichospermum ,11.83,55.68,1
Cyanobacteria,Dolichospermum ,13.07522,55.67086,1
Cyanobacteria,Dolichospermum ,12.99632,55.612,1
Cyanobacteria,Dolichospermum ,11.8869,58.248,1
